source_file,config_path,checkpoint,seed,source_index,source_name,task,variant_id,variant_label,decoder_type,beam_size,top_k,max_row_candidates,lambda_rule,length,runtime_seconds,total_violations,rule_violations_per_100_timesteps,parallel_fifths_per_100_timesteps,parallel_octaves_per_100_timesteps,voice_crossing_per_100_timesteps,spacing_per_100_timesteps,seventh_resolution_violation_rate,cadence_unknown_rate,claim_boundary
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,115,"Nun lob’, mein’ Seel’, den Herren",soprano_to_satb,beam_b2_k4,"Beam b=2, k=4",cih_beam,2,4,24,1.0,256,1.8910110001452267,43,16.796875,0.0,0.0,0.0,1.171875,0.015625,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,115,"Nun lob’, mein’ Seel’, den Herren",soprano_to_satb,beam_b4_k8,"Beam b=4, k=8",cih_beam,4,8,48,1.0,256,8.205916999839246,30,11.71875,0.0,0.0,0.0,0.390625,0.015625,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,115,"Nun lob’, mein’ Seel’, den Herren",soprano_to_satb,beam_b8_k12,"Beam b=8, k=12",cih_beam,8,12,96,1.0,256,36.91457440005615,28,10.9375,0.0,0.0,0.0,0.390625,0.015625,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,118,"Christ, unser Herr, zum Jordan kam",soprano_to_satb,neural_argmax,Neural argmax,none,0,0,0,1.0,256,0.002388100139796734,29,11.328125,2.734375,4.6875,0.0,0.0,0.00390625,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,118,"Christ, unser Herr, zum Jordan kam",soprano_to_satb,local_rule_repair,Local repair,local_rule_repair,0,0,0,1.0,256,0.01990219997242093,29,11.328125,2.734375,4.6875,0.0,0.0,0.00390625,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,118,"Christ, unser Herr, zum Jordan kam",soprano_to_satb,beam_b2_k4,"Beam b=2, k=4",cih_beam,2,4,24,1.0,256,2.1091501999180764,39,15.234375,0.0,0.390625,0.0,0.0,0.01171875,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,118,"Christ, unser Herr, zum Jordan kam",soprano_to_satb,beam_b4_k8,"Beam b=4, k=8",cih_beam,4,8,48,1.0,256,8.557168000144884,31,12.109375,0.0,0.390625,0.0,0.0,0.0234375,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,118,"Christ, unser Herr, zum Jordan kam",soprano_to_satb,beam_b8_k12,"Beam b=8, k=12",cih_beam,8,12,96,1.0,256,37.883650299860165,26,10.15625,0.0,0.78125,0.0,0.0,0.015625,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,132,Wir glauben all’ an einen Gott,soprano_to_satb,neural_argmax,Neural argmax,none,0,0,0,1.0,256,0.00258059985935688,40,15.625,2.734375,4.296875,1.5625,0.0,0.015625,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,132,Wir glauben all’ an einen Gott,soprano_to_satb,local_rule_repair,Local repair,local_rule_repair,0,0,0,1.0,256,0.012780699878931046,35,13.671875,2.734375,4.296875,0.0,0.0,0.01171875,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,132,Wir glauben all’ an einen Gott,soprano_to_satb,beam_b2_k4,"Beam b=2, k=4",cih_beam,2,4,24,1.0,256,1.9192570999730378,61,23.828125,0.78125,0.390625,0.390625,0.0,0.01171875,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,132,Wir glauben all’ an einen Gott,soprano_to_satb,beam_b4_k8,"Beam b=4, k=8",cih_beam,4,8,48,1.0,256,8.476178699871525,50,19.53125,0.78125,0.390625,0.390625,0.0,0.01171875,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,132,Wir glauben all’ an einen Gott,soprano_to_satb,beam_b8_k12,"Beam b=8, k=12",cih_beam,8,12,96,1.0,256,37.16623759991489,49,19.140625,0.78125,0.390625,0.390625,0.0,0.01171875,1.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,149,"Welt, ade! ich bin dein müde",soprano_to_satb,neural_argmax,Neural argmax,none,0,0,0,1.0,256,0.0020922000985592604,42,16.40625,1.171875,5.859375,0.0,0.0,0.0,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,149,"Welt, ade! ich bin dein müde",soprano_to_satb,local_rule_repair,Local repair,local_rule_repair,0,0,0,1.0,256,0.013785300077870488,42,16.40625,1.171875,5.859375,0.0,0.0,0.0,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
results\constraint_decoder_analysis.csv,runs\cih_s2s_formal_multiseed\seed_2026\input_config.yaml,runs\cih_s2s_formal_multiseed\seed_2026\best.pt,2026,149,"Welt, ade! ich bin dein müde",soprano_to_satb,beam_b2_k4,"Beam b=2, k=4",cih_beam,2,4,24,1.0,256,2.0005421999376267,50,19.53125,0.0,0.390625,0.0,0.0,0.00390625,0.0,full-test decoder analysis for a trained CIH checkpoint; automatic rule diagnostics only
